,Rooms,Bathroom,Landsize,Lattitude,Longtitude,Price
9117,3,1.0,624.0,-37.97806,145.20432,678000.0
9118,3,1.0,530.0,-37.96006,145.22093999999996,595000.0
9119,2,1.0,141.0,-37.95431,145.20899,305000.0
9120,3,2.0,533.0,-37.986,145.12035,816000.0
9121,4,4.0,1072.0,-37.79094,145.12733,2600000.0
9123,3,1.0,647.0,-37.79436,145.13869,1360000.0
9124,5,2.0,757.0,-37.77536,145.13163,1600000.0
9127,4,2.0,785.0,-37.7738,145.16711999999995,1662000.0
9128,3,1.0,700.0,-37.99095,145.2316,545000.0
9129,2,1.0,112.0,-37.766890000000004,145.05206,750000.0
9131,2,1.0,1764.0,-37.8879,145.01198,975000.0
9134,2,1.0,1210.0,-37.8785,144.99316000000005,480000.0
9135,2,1.0,0.0,-37.88094,144.99471,696750.0
9136,1,1.0,1192.0,-37.88306,144.9841,420000.0
9137,2,1.0,887.0,-37.88349,144.98699,695500.0
9138,3,1.0,699.0,-37.65105,145.04613,540000.0
9139,3,1.0,606.0,-37.64954,145.03648,620000.0
9143,3,2.0,203.0,-37.75582,144.91061000000005,1025000.0
9146,3,2.0,276.0,-37.751259999999995,144.89558,1320000.0
9148,5,3.0,590.0,-37.755109999999995,144.90935,2210000.0
9150,3,2.0,400.0,-37.71693,144.96527,700000.0
9151,3,1.0,603.0,-37.70037,144.97007,712000.0
9152,3,1.0,621.0,-37.711929999999995,144.974,775000.0
9161,3,1.0,593.0,-38.15517,145.12705,700000.0
9162,3,1.0,624.0,-38.1187,145.14973,452000.0
9163,3,1.0,554.0,-37.84949,145.07726,1890000.0
9164,4,1.0,655.0,-37.87173,145.15267,1750000.0
9165,2,1.0,258.0,-37.88245,145.15982,1100000.0
9167,3,1.0,649.0,-37.69777,144.91952,695000.0
9168,3,2.0,610.0,-37.71437,145.10112,817000.0
9170,3,2.0,650.0,-37.64049,144.8846,680000.0
9171,5,3.0,1750.0,-37.65439,144.89113,1170000.0
9172,5,4.0,602.0,-37.65039,144.89948,830000.0
9174,3,1.0,676.0,-37.70328,144.94161,827000.0
9175,3,2.0,0.0,-37.70903,144.93995,627000.0
9177,3,1.0,1396.0,-37.81415,145.03082,690000.0
9178,2,1.0,2267.0,-37.82193,145.01748999999995,1022000.0
9179,5,2.0,820.0,-37.83031,145.02973,5510000.0
9180,4,2.0,371.0,-37.81474,145.02608999999995,3335000.0
9181,1,1.0,0.0,-37.82694,145.03094,560000.0
9184,2,1.0,0.0,-37.82258,145.0193,805000.0
9185,3,2.0,282.0,-37.82911,145.04531,1875000.0
9186,4,2.0,528.0,-37.835390000000004,145.0431,2320000.0
9187,3,2.0,265.0,-37.84506,145.05246,1465000.0
9188,3,2.0,173.0,-37.8327,145.2348,701000.0
9190,3,1.0,592.0,-37.737359999999995,145.05603,885000.0
9192,3,2.0,453.0,-37.688109999999995,144.74999,485000.0
9196,3,2.0,557.0,-37.87498,144.69617,555500.0
9198,3,2.0,0.0,-37.75822,145.05056000000005,910000.0
9199,3,2.0,334.0,-37.76538,145.04963999999995,1300000.0
9200,3,2.0,805.0,-37.7714,145.05963,2525000.0
9203,3,1.0,647.0,-37.72544,144.85259,670000.0
9205,2,1.0,165.0,-37.7902,144.93192,990000.0
9207,2,1.0,0.0,-37.81439,145.04237,942000.0
9209,1,1.0,0.0,-37.80468,145.03614,515000.0
9211,4,2.0,794.0,-37.79172,145.05863,2162000.0
9212,3,2.0,753.0,-37.79017,145.06381000000005,2260000.0
9213,4,2.0,624.0,-37.9887,145.16158000000001,745000.0
9214,4,1.0,467.0,-37.7126,145.02996000000005,800001.0
9216,3,1.0,589.0,-37.670559999999995,145.03698,521000.0
9219,2,1.0,0.0,-37.86824,145.03503999999995,592000.0
9222,3,2.0,580.0,-37.8683,145.03909,1780000.0
9223,2,2.0,37000.0,-37.77518,144.89254,585000.0
9224,4,2.0,238.0,-37.7833,144.89717,1085000.0
9227,4,2.0,766.0,-37.69791,144.5807,355000.0
9228,5,2.0,666.0,-37.67523,144.55833,355000.0
9230,2,1.0,0.0,-37.98937,145.06723,800000.0
9231,3,1.0,530.0,-37.97584000000001,145.08106999999995,885000.0
9232,3,1.0,207.0,-37.853559999999995,144.96415,2010000.0
9233,6,4.0,472.0,-37.852309999999996,144.96373,5600000.0
9236,4,2.0,808.0,-37.67348,145.06982,732000.0
9237,4,2.0,649.0,-37.676809999999996,145.06413999999995,720000.0
9238,3,1.0,526.0,-37.67561,145.05641,556500.0
9240,3,2.0,596.0,-37.76086,144.90497,1850000.0
9242,2,1.0,251.0,-37.76856,144.90577,760000.0
9244,5,2.0,1254.0,-37.790259999999996,145.33738,872000.0
9245,3,2.0,947.0,-37.76517,145.3298,730000.0
9247,4,2.0,312.0,-38.001999999999995,145.08916000000005,1170000.0
9251,3,2.0,297.0,-37.8605,145.12853,1011000.0
9258,4,2.0,650.0,-37.74103,144.88496,1337000.0
9259,2,1.0,102.0,-37.79489,144.94207,970000.0
9263,4,2.0,697.0,-37.720009999999995,144.91683,1138000.0
9266,2,1.0,703.0,-37.902409999999996,145.12378,1114000.0
9267,3,1.0,211.0,-37.899409999999996,145.11523,740000.0
9268,4,2.0,564.0,-37.93543,145.08408,1120000.0
9270,1,1.0,821.0,-37.90296,145.04637,280000.0
9271,2,1.0,0.0,-37.90335,145.03718,485000.0
9272,3,2.0,627.0,-37.99544,145.08727,1315000.0
9273,3,2.0,2431.0,-37.78212,144.95755,1770000.0
9275,3,2.0,0.0,-37.8429,144.94487,1725000.0
9278,2,2.0,1472.0,-37.840959999999995,144.93791000000004,665000.0
9279,3,2.0,145.0,-37.84957,144.9889,1400000.0
9281,5,2.0,558.0,-37.73472,144.99658,1400000.0
9283,4,1.0,540.0,-37.73935,145.01516999999996,830000.0
9284,3,1.0,470.0,-37.73912,145.01298,881000.0
9286,3,1.0,349.0,-37.74946,145.00875,945000.0
9287,3,2.0,515.0,-37.74794,144.99111000000005,1210000.0
9290,3,1.0,590.0,-37.73314,145.03437,725000.0
9292,3,1.0,448.0,-37.734429999999996,145.00201,972500.0
9293,3,1.0,263.0,-37.74739,145.00933999999995,955000.0
9294,3,1.0,204.0,-37.782509999999995,144.96817,1900000.0
9299,2,1.0,0.0,-37.7106,145.00177,521000.0
9300,3,1.0,325.0,-37.72589,144.99681,857700.0
9301,3,2.0,160.0,-37.71064000000001,145.01067,642500.0
9305,2,1.0,407.0,-37.82046,144.99398,575000.0
9307,4,1.0,669.0,-37.816559999999996,145.24247,910000.0
9308,4,1.0,833.0,-37.811859999999996,145.25419,1200000.0
9311,3,2.0,255.0,-37.63382,144.92774,425000.0
9312,4,2.0,604.0,-37.95326,145.01779,2300000.0
9313,3,2.0,398.0,-37.94785,145.01467,1710000.0
9314,4,2.0,381.0,-37.953720000000004,145.00608,2221000.0
9315,3,1.0,531.0,-37.87793,144.75626,515000.0
9316,3,1.0,648.0,-38.11014,145.14336,540000.0
9317,3,2.0,663.0,-37.8642,144.84257,1360000.0
9318,3,1.0,198.0,-37.807790000000004,144.88887,1180000.0
9319,3,2.0,334.0,-37.83137,144.86731,790000.0
9321,2,1.0,1646.0,-37.83406,144.97131000000005,530000.0
9322,4,3.0,624.0,-37.63485,145.07272,915000.0
9323,3,2.0,492.0,-37.64215,145.08584,644000.0
9324,5,5.0,700.0,-37.6236,145.10629,905000.0
9325,2,2.0,0.0,-37.847120000000004,144.99967,800000.0
9326,2,2.0,187.0,-37.83554,144.97956000000005,2210000.0
9327,3,1.0,136.0,-37.84497,144.99781000000004,1400000.0
9330,2,1.0,0.0,-37.84468,145.00368,535000.0
9331,1,1.0,63.0,-37.83014,144.96967,422000.0
9336,2,2.0,213.0,-37.73519,144.92373999999995,790000.0
9338,3,2.0,600.0,-37.576859999999996,144.71023,410000.0
9342,2,1.0,193.0,-37.83275,145.1055,740000.0
9343,3,2.0,666.0,-37.71594,144.7415,680000.0
9347,3,2.0,809.0,-37.75289,145.12826,1350000.0
9348,4,3.0,332.0,-37.76577,145.10728999999995,1010000.0
9351,3,2.0,545.0,-37.68403,144.99246000000005,740000.0
9352,2,1.0,0.0,-37.75257,145.00279,493000.0
9355,4,1.0,495.0,-37.752309999999994,144.99023,1626000.0
9356,1,1.0,0.0,-37.83732,145.01164,550000.0
9359,2,1.0,713.0,-37.84301,145.02641,682000.0
9362,4,2.0,0.0,-37.83368,145.20408999999995,975000.0
9363,3,2.0,277.0,-37.835809999999995,145.19801999999999,820000.0
9367,3,2.0,253.0,-37.7004,145.09033,655000.0
9370,3,1.0,700.0,-37.89363,144.65693000000005,472000.0
9371,3,2.0,268.0,-37.89347,144.66679,467000.0
9374,3,1.0,530.0,-37.901109999999996,144.63302,390000.0
9375,3,2.0,342.0,-37.79369000000001,144.87511,1155000.0
9377,3,2.0,380.0,-37.791940000000004,144.87143999999995,1100000.0
9379,3,1.0,532.0,-37.67949,144.88349,540000.0
9380,4,2.0,800.0,-37.92024,145.18049,1171000.0
9385,4,2.0,448.0,-37.864090000000004,144.88224,1900000.0
9387,5,3.0,617.0,-37.71992,145.0988,1670000.0
9388,2,1.0,150.0,-37.819559999999996,144.89054,950000.0
9390,2,1.0,601.0,-37.80915,145.00066,480000.0
9391,2,1.0,2379.0,-37.80554,144.99612,750000.0
9392,3,1.0,242.0,-37.72893,144.88859,730000.0
9393,4,2.0,604.0,-37.77967,144.81275,820000.0
9397,3,2.0,284.0,-37.860659999999996,144.82013,670000.0
9398,3,2.0,200.0,-37.86837,144.81502,765000.0
9400,3,1.0,559.0,-37.8399,144.86228,870000.0
9402,4,4.0,847.0,-37.85938,145.01086999999995,3200000.0
9404,4,2.0,360.0,-37.77459,144.92993,1750000.0
9408,4,3.0,726.0,-37.85842,145.10288,1680000.0
9410,3,2.0,280.0,-37.87105,145.10198,860000.0
9412,3,1.0,585.0,-37.759859999999996,144.85886000000005,750000.0
9413,3,2.0,752.0,-37.80648,145.08274,2380000.0
9414,1,1.0,678.0,-37.80292,145.06423999999996,2100000.0
9415,4,4.0,613.0,-37.81167,145.08595,3050000.0
9416,3,2.0,292.0,-37.80259,145.09878,1557000.0
9419,4,1.0,1138.0,-37.79284000000001,145.10082,2050000.0
9422,2,1.0,418.0,-37.83777,145.26345,520000.0
9423,4,1.0,993.0,-37.84688,145.25632,925000.0
9424,3,2.0,586.0,-37.82273,145.27323,616000.0
9425,4,4.0,673.0,-37.91888,145.04775,2700000.0
9431,3,1.0,581.0,-37.9178,145.05414,1525000.0
9432,4,2.0,566.0,-37.91503,145.07997,1330000.0
9435,4,2.0,563.0,-38.05379,145.34803,608500.0
9436,2,1.0,0.0,-37.963409999999996,145.01735,879000.0
9440,4,2.0,797.0,-37.80755,145.1638,1280000.0
9443,2,1.0,598.0,-37.70681,145.11731,710500.0
9447,4,3.0,608.0,-37.917770000000004,145.01798,2100000.0
9450,2,1.0,171.0,-37.68489,144.9212,310000.0
9452,2,1.0,0.0,-37.77002,144.97154,510000.0
9453,3,1.0,479.0,-37.77694,144.96669,1925000.0
9454,2,1.0,138.0,-37.75908,144.96968999999999,890000.0
9455,4,1.0,318.0,-37.767920000000004,144.97141000000005,1500000.0
9457,1,1.0,406.0,-37.75847,144.94226,312000.0
9458,3,2.0,413.0,-37.76545,144.94442,1010000.0
9463,4,2.0,300.0,-37.68223,145.07818,755000.0
9465,3,2.0,207.0,-37.85682,145.10873,918000.0
9471,5,3.0,844.0,-37.84753,145.07198,2361000.0
9475,3,2.0,557.0,-37.89584,145.04741,1550000.0
9476,3,2.0,509.0,-38.09111,145.19083999999995,500000.0
9479,3,2.0,0.0,-37.90034,145.01283,1237000.0
9484,3,2.0,305.0,-37.96836,145.06452,861000.0
9487,3,1.0,816.0,-37.92027,145.12937,1462000.0
9491,4,2.0,560.0,-37.59943,144.91439,600000.0
9494,4,2.0,841.0,-37.76917,145.29265,820000.0
9499,4,2.0,840.0,-37.97824,145.12949,1100000.0
9502,4,2.0,280.0,-37.79423,145.13696000000004,1120000.0
9506,3,2.0,236.0,-37.789629999999995,145.16973000000004,850000.0
9508,4,3.0,284.0,-37.79773,145.15141,1125000.0
9510,3,1.0,118.0,-37.81351,144.98803999999996,1875000.0
9511,2,2.0,87.0,-37.81803,144.9892,1350000.0
9512,3,1.0,377.0,-37.88783,145.01324,1460000.0
9513,2,1.0,1172.0,-37.885329999999996,145.01049,550000.0
9515,4,2.0,816.0,-37.723079999999996,145.14011000000005,1065000.0
9516,4,2.0,1004.0,-37.69999,145.1617,977500.0
9520,2,1.0,0.0,-37.8835,144.99549,810000.0
9523,2,1.0,0.0,-37.88042,144.9818,543000.0
9525,4,1.0,558.0,-37.64666,145.03062,660000.0
9526,3,2.0,420.0,-37.62145,145.01051,568000.0
9527,4,2.0,656.0,-37.63878,145.05577,680000.0
9528,2,1.0,921.0,-37.74904,144.90668,580000.0
9529,4,2.0,0.0,-37.74541,144.89844,970000.0
9532,2,1.0,337.0,-37.7545,144.91194,1195000.0
9533,4,1.0,616.0,-37.75728,144.90723,1155000.0
9534,3,2.0,161.0,-37.735659999999996,144.89368000000005,800000.0
9537,5,2.0,737.0,-37.71729000000001,144.96403,1018000.0
9538,5,3.0,836.0,-37.8801,145.26011,1100000.0
9539,3,2.0,60.0,-37.79714,144.97596000000001,1394000.0
9543,1,1.0,1015.0,-37.78778,144.89037,240000.0
9545,1,1.0,0.0,-37.80376,144.89862,310000.0
9549,3,1.0,665.0,-37.48701,144.58567,540000.0
9550,5,2.0,551.0,-37.68329,144.89302,691000.0
9555,3,2.0,1590.0,-37.86957,145.17543999999995,3056000.0
9557,5,3.0,662.0,-37.87853,145.15542,2650000.0
9558,3,2.0,0.0,-37.89873,145.15072,655000.0
9559,3,2.0,648.0,-37.88255,145.14727,1550000.0
9561,3,1.0,697.0,-37.69795,144.94285,780000.0
9563,4,1.0,697.0,-37.70159,144.93948,780000.0
9564,4,2.0,474.0,-37.70626,144.89551,945000.0
9565,4,2.0,538.0,-37.6499,144.9013,645000.0
9568,3,2.0,604.0,-38.00305,145.2729,601000.0
9569,3,2.0,0.0,-37.93538,145.00224,970000.0
9575,4,2.0,1690.0,-37.82652,145.03052,7650000.0
9576,1,1.0,0.0,-37.825379999999996,145.02546,375000.0
9578,2,2.0,6996.0,-37.82712,145.02427,1080000.0
9580,5,3.0,572.0,-37.819359999999996,145.05131,2855000.0
9581,4,3.0,1116.0,-37.84283,145.05178,3255000.0
9585,4,2.0,264.0,-37.743520000000004,145.08082,828000.0
9586,4,1.0,630.0,-37.74863,145.07202,1230000.0
9587,3,1.0,290.0,-37.7368,145.05048,590000.0
9595,4,1.0,603.0,-37.90822,145.11146000000005,1145000.0
9597,3,1.0,802.0,-37.72343,144.81411,550000.0
9602,2,2.0,2135.0,-37.795609999999996,144.93499,730000.0
9603,1,1.0,0.0,-37.78993,144.92306000000005,392000.0
9604,2,1.0,147.0,-37.79067,144.92844,1150000.0
9605,4,2.0,199.0,-37.7916,144.92855,1415000.0
9607,5,4.0,769.0,-37.81143,145.03723,3175000.0
9612,3,1.0,679.0,-37.67304,145.03396999999995,638000.0
9617,4,3.0,960.0,-37.87605,145.05563,2520000.0
9618,1,1.0,887.0,-37.76878,144.89197,301000.0
9620,2,1.0,0.0,-37.81317,144.95452,740000.0
9621,4,2.0,642.0,-37.69159000000001,144.5864,420000.0
9623,3,2.0,435.0,-37.97889,145.0745,1051000.0
9626,2,1.0,101.0,-37.98558,145.05966,660000.0
9631,4,2.0,612.0,-37.65478,145.05199,865000.0
9632,4,1.0,842.0,-37.81235,145.19756,1302000.0
9633,3,2.0,343.0,-37.82158,145.21129,800000.0
9634,3,2.0,596.0,-37.76086,144.90497,1850000.0
9635,1,1.0,0.0,-37.77154,144.91597,222000.0
9638,3,1.0,484.0,-37.78454,145.33073000000005,581000.0
9640,4,2.0,603.0,-38.00549,145.10371999999995,1150000.0
9643,4,3.0,708.0,-37.891870000000004,145.11049,1352000.0
9646,4,3.0,720.0,-37.87833,145.13731,1728000.0
9651,4,2.0,726.0,-37.93058,145.16308,902000.0
9654,3,1.0,627.0,-37.89561,145.07502,1561000.0
9656,3,1.0,646.0,-37.7415,144.88923,1300000.0
9667,3,1.0,390.0,-37.90354,145.14394,840000.0
9670,5,3.0,766.0,-37.81113,145.17681000000005,1060000.0
9672,3,1.0,722.0,-37.71433,144.90616,840000.0
9673,4,2.0,553.0,-37.71328,144.90585,1071888.0
9674,2,2.0,208.0,-37.71679,144.90901000000005,790000.0
9675,3,2.0,200.0,-37.91017,145.11488,820000.0
9676,3,1.0,673.0,-37.91693,145.08739,1218500.0
9677,2,1.0,126.0,-37.90552,145.03087,695000.0
9678,3,2.0,454.0,-37.99443,145.0885,940000.0
9679,4,2.0,597.0,-37.99232,145.08469,1300000.0
9683,3,2.0,689.0,-37.73072,144.94829,1199000.0
9686,3,2.0,104.0,-37.83165,144.94411000000005,1388000.0
9691,1,1.0,0.0,-37.850120000000004,144.99225,440000.0
9693,4,2.0,291.0,-37.84961,145.00248,2300000.0
9696,4,1.0,313.0,-37.74955,145.00949,840000.0
9697,3,1.0,178.0,-37.70985,145.02073000000001,510000.0
9701,3,1.0,893.0,-37.69964,145.00945,780000.0
9703,3,2.0,124.0,-37.8147,145.00852,1255000.0
9704,2,1.0,110.0,-37.82324000000001,145.01331000000005,1275000.0
9705,3,2.0,134.0,-37.811859999999996,144.99472,1120000.0
9706,3,2.0,105.0,-37.821459999999995,145.00203,1190000.0
9708,3,3.0,81.0,-37.82622,144.99878999999999,1425000.0
9712,4,2.0,842.0,-37.81109,145.25738,1175000.0
9713,3,2.0,306.0,-37.80384,145.22562,755000.0
9715,4,2.0,502.0,-37.92985,145.25184,1005800.0
9723,4,2.0,534.0,-38.09083,145.20139,555698.0
9724,3,2.0,0.0,-37.83185,144.96817,1250000.0
9725,1,1.0,0.0,-37.830870000000004,144.96864,407500.0
9728,2,1.0,8888.0,-37.82481,144.96669,642500.0
9730,3,1.0,160.0,-37.73915,144.80289,460000.0
9731,3,1.0,582.0,-37.74538,144.79216,610000.0
9733,3,1.0,388.0,-37.731629999999996,144.80697,500000.0
9734,2,1.0,1123.0,-37.86736,144.98391,615000.0
9735,3,1.0,639.0,-37.562909999999995,144.72848,455000.0
9737,3,1.0,459.0,-37.78519,144.83651,810000.0
9738,3,1.0,631.0,-37.789559999999994,144.84526,805000.0
9740,2,1.0,1501.0,-37.81665,145.10043000000005,807000.0
9742,3,2.0,338.0,-37.705,144.75759,471000.0
9743,3,2.0,431.0,-37.7209,144.75053,558000.0
9744,5,2.0,663.0,-37.694959999999995,144.79511000000005,780000.0
9747,3,2.0,673.0,-37.75965,145.09937,1240000.0
9748,2,1.0,0.0,-37.75267,145.00361999999996,756000.0
9753,4,2.0,651.0,-37.848420000000004,145.1816,1050000.0
9755,3,2.0,541.0,-37.731359999999995,145.09562,940000.0
9761,3,2.0,1025.0,-37.90188,144.65138000000005,830000.0
9764,3,2.0,92.0,-37.79683,144.99586000000005,855000.0
9769,2,1.0,324.0,-37.84469,144.95578,685000.0
9772,1,1.0,60.0,-37.78469000000001,145.03239,330000.0
9776,3,2.0,150.0,-37.77639,144.91666,1010000.0
9778,3,1.0,196.0,-37.77552,144.92022,990000.0
9784,4,2.0,344.0,-37.75861,144.86687,773000.0
9788,5,3.0,836.0,-37.78839,145.07076,3200000.0
9792,4,2.0,1031.0,-38.00224,145.41081,675000.0
9796,4,3.0,933.0,-37.91954000000001,145.07637,1815000.0
9797,3,1.0,580.0,-37.90984,145.08001000000004,1225000.0
9798,3,2.0,703.0,-38.03062,145.35951,690000.0
9799,3,1.0,335.0,-37.828759999999996,145.13808999999995,880000.0
9802,3,1.0,579.0,-37.83831,145.13985,1264000.0
9805,2,1.0,567.0,-37.7877,144.84757,570000.0
9806,3,2.0,697.0,-37.928290000000004,145.00281,2655000.0
9809,4,2.0,725.0,-37.92884,145.01518000000004,2525000.0
9810,3,1.0,684.0,-37.90514,145.02524,1300000.0
9811,3,1.0,406.0,-37.77655,144.96325,1275000.0
9814,3,1.0,186.0,-37.76227,144.95649,1204000.0
9816,4,2.0,645.0,-37.76097,144.93933,1268000.0
9817,3,1.0,613.0,-37.76883,144.94592,1445000.0
9825,3,1.0,96.0,-37.79674,144.96563,1000000.0
9831,5,5.0,688.0,-37.74281,144.72513,1150000.0
9834,4,2.0,627.0,-37.89918,145.01679,1700000.0
9836,4,2.0,536.0,-38.03526,145.13286000000005,732000.0
9837,3,1.0,366.0,-37.96877,145.07484,800000.0
9838,3,1.0,533.0,-37.96257,145.08252,877000.0
9840,3,1.0,537.0,-37.963879999999996,145.07807,900000.0
9843,3,2.0,318.0,-37.917120000000004,145.13625,780000.0
9845,4,2.0,441.0,-37.73572,144.97256000000004,1020000.0
9846,2,1.0,476.0,-37.73883,144.95321,996000.0
9847,2,1.0,151.0,-37.79853,144.99256,1095000.0
9849,4,2.0,479.0,-37.57005,144.91908999999995,492000.0
9850,3,2.0,263.0,-37.57307,144.92513,425000.0
9853,4,3.0,907.0,-37.79636,145.29351,860000.0
9861,3,2.0,526.0,-37.98217,145.14061,801000.0
9862,5,3.0,619.0,-37.97545,145.12053999999995,955000.0
9867,3,1.0,768.0,-37.69031,145.14557,967500.0
9868,4,2.0,786.0,-37.70257,145.14995,890000.0
9869,3,2.0,188.0,-37.87818,144.98532,1800000.0
9872,2,1.0,0.0,-37.75122,144.91805,410000.0
9873,3,2.0,223.0,-37.74566,144.89346,930000.0
9877,3,1.0,616.0,-37.71245,144.97059,650000.0
9878,2,1.0,470.0,-37.79723,144.97686000000004,700000.0
9884,3,1.0,537.0,-38.14264,145.14684,570000.0
9894,3,1.0,197.0,-37.70489,144.91033000000004,512000.0
9898,3,2.0,1036.0,-37.69538,145.11543,895000.0
9900,5,3.0,789.0,-37.69817000000001,145.12852,880000.0
9901,4,2.0,1070.0,-37.69999,145.1279,925000.0
9903,4,2.0,680.0,-37.612359999999995,144.90753,715000.0
9904,4,2.0,494.0,-37.61424,144.88705,840500.0
9909,2,1.0,348.0,-37.93557,145.00463,1285000.0
9910,2,1.0,0.0,-37.9392,145.00095,685000.0
9912,3,2.0,254.0,-37.94313,145.03501,957000.0
9916,3,2.0,362.0,-37.82866,145.04259,2370000.0
9918,2,1.0,264.0,-37.8285,145.04022,1682000.0
9924,3,2.0,666.0,-37.68381,144.73331000000005,660000.0
9928,3,2.0,103.0,-37.76676,145.04333,975000.0
9931,4,2.0,713.0,-37.72305,144.81073999999995,670000.0
9943,3,1.0,364.0,-37.67122,145.01487,560000.0
9944,2,1.0,416.0,-37.67096,145.02445,511500.0
9948,4,3.0,552.0,-37.87421,145.04958,3600000.0
9949,3,2.0,198.0,-37.78667,144.88834,815000.0
9951,3,1.0,565.0,-37.65702,144.92446999999999,467000.0
9952,4,2.0,590.0,-37.67815,144.58355,405000.0
9956,2,1.0,389.0,-37.65623,145.07431,428000.0
9957,4,2.0,643.0,-37.65959,145.08302,722500.0
9958,2,1.0,257.0,-37.65636,145.03996999999995,421000.0
9962,1,1.0,114.0,-37.76911,144.92472,286000.0
9965,4,2.0,413.0,-37.99906,145.09386,920000.0
9967,3,1.0,2385.0,-37.79977,145.37222,620000.0
9968,3,1.0,807.0,-37.86788,145.12121000000005,1200000.0
9973,3,1.0,739.0,-37.92769000000001,145.16792,865000.0
9977,4,1.0,718.0,-37.8888,145.07271,1920000.0
9980,3,1.0,396.0,-37.8363,144.87588,1230000.0
9981,3,1.0,492.0,-37.83529,144.87893,1220000.0
9983,3,1.0,550.0,-37.98298,145.17932,660000.0
9984,2,2.0,1223.0,-37.8006,144.95418999999995,570000.0
9986,5,3.0,4221.0,-37.733709999999995,145.24045,1550000.0
9992,4,2.0,697.0,-37.808640000000004,145.17161000000004,1075000.0
9994,4,2.0,553.0,-37.71328,144.90585,1071888.0
9995,2,1.0,132.0,-37.72048,144.91323,560000.0
9996,5,2.0,546.0,-37.90465,145.08893999999995,1750000.0
9997,3,1.0,700.0,-37.9125,145.11844,1210000.0
10004,4,2.0,597.0,-37.99232,145.08469,1300000.0
10008,2,1.0,487.0,-37.71949,144.94283000000001,740000.0
10010,3,1.0,0.0,-37.84426,144.94415,800000.0
10011,2,1.0,0.0,-37.85931,145.00616000000005,1020000.0
10012,2,2.0,0.0,-37.85184,145.01049,660000.0
10013,3,2.0,468.0,-37.75335,145.01641999999995,1242000.0
10018,5,3.0,525.0,-37.750170000000004,145.01203999999996,1350000.0
10019,3,3.0,158.0,-37.75026,144.98428,1020000.0
10022,5,3.0,890.0,-37.70295,145.00277,912000.0
10023,3,1.0,494.0,-37.71477,144.98235,685000.0
10024,1,1.0,0.0,-37.714079999999996,145.00441,270000.0
10028,2,2.0,180.0,-37.81443,144.99079,890500.0
10033,4,2.0,1459.0,-37.45709,144.68999,817000.0
10036,3,1.0,446.0,-37.7987,145.23032,750000.0
10038,4,2.0,725.0,-37.9088,145.26318999999995,860000.0
10039,4,2.0,448.0,-38.0817,145.19654,645000.0
10040,4,2.0,463.0,-37.95877,145.02701000000005,1770000.0
10044,3,1.0,297.0,-37.808279999999996,144.8856,1085000.0
10058,4,2.0,696.0,-37.78647,144.81319,780000.0
10060,5,3.0,735.0,-37.83583,145.10664,2000000.0
10063,4,2.0,883.0,-37.76255,145.16233,1450000.0
10064,4,3.0,682.0,-37.7572,145.15456,1860000.0
10069,3,1.0,555.0,-37.682109999999994,145.03204,651000.0
10071,3,1.0,695.0,-37.75506,145.01841000000005,1250000.0
10077,4,2.0,624.0,-37.83344,145.19063,1235000.0
10081,4,2.0,407.0,-37.85028,145.18787,1290000.0
10085,6,2.0,453.0,-37.87309000000001,145.23078,1180000.0
10090,2,1.0,136.0,-37.85542,144.99571,957500.0
10091,3,2.0,754.0,-37.856790000000004,145.00089,2080000.0
10092,3,2.0,629.0,-37.730579999999996,145.08705,852000.0
10093,2,1.0,0.0,-37.80206,145.00015,505000.0
10094,3,1.0,270.0,-37.8023,144.99615,1402500.0
10095,5,3.0,557.0,-37.76181,144.89327,2905000.0
10096,2,1.0,374.0,-37.718109999999996,144.87693000000004,650000.0
10097,3,2.0,300.0,-37.71917,144.87819,856000.0
10098,3,1.0,149.0,-37.84587,144.94828,1505000.0
10100,3,2.0,247.0,-37.779759999999996,144.81559,600000.0
10102,3,1.0,575.0,-37.86715,144.80612,1005000.0
10103,2,1.0,1097.0,-37.85549,145.0163,410000.0
10106,3,2.0,257.0,-37.77727,144.92655,1530000.0
10109,3,2.0,254.0,-37.77549000000001,144.90865,1082000.0
10115,2,1.0,136.0,-37.806259999999995,145.08776,725000.0
10116,2,1.0,1129.0,-37.81623,145.0841,602000.0
10117,2,2.0,0.0,-37.81192,145.07506,830000.0
10118,3,2.0,975.0,-37.79673,145.06853,1300000.0
10121,5,2.0,629.0,-37.79238,145.07841000000005,1940000.0
10122,3,1.0,697.0,-37.78483,145.07477,1590000.0
10125,4,2.0,765.0,-37.854,145.2565,705000.0
10126,4,3.0,704.0,-37.99035,145.03839,2200000.0
10129,2,1.0,0.0,-37.9336,145.04509,420000.0
10130,4,2.0,603.0,-37.91655,145.02448,1479000.0
10134,4,2.0,612.0,-37.9143,145.06582,1655000.0
10135,3,2.0,614.0,-37.91068,145.06802,1430000.0
10137,4,2.0,792.0,-38.032959999999996,145.33438999999996,667000.0
10139,3,2.0,328.0,-37.97359,145.0214,1080000.0
10148,3,4.0,424.0,-37.92988,145.01085,1750800.0
10150,4,1.0,606.0,-37.91684,145.01727,1605000.0
10151,2,1.0,542.0,-37.91704,145.01846,1035000.0
10152,3,1.0,546.0,-37.67411,144.94677,505000.0
10153,3,2.0,244.0,-37.82017000000001,144.84904,663000.0
10154,2,1.0,245.0,-37.77111,144.96427,860000.0
10159,5,3.0,957.0,-37.775009999999995,144.95117,2545000.0
